"participant","leaveoutindex","environment","context","lambda","beta","tau"
53,2,"Rough","Spatial",1.49626189449873,0.00673794699908606,0.0883204053451751
53,4,"Rough","Spatial",1.56789720052448,0.006737946999836,0.0895600450710611
53,5,"Rough","Spatial",1.60993359696684,0.00673794699914632,0.0865980368784517
53,6,"Rough","Spatial",1.52709356829413,0.00673794699910526,0.0901127933721565
53,1,"Rough","Spatial",1.5896584066217,0.00673794699928747,0.0833100140720257
53,9,"Rough","Spatial",1.52539588731454,0.00673794699908674,0.0810891526623137
53,7,"Rough","Spatial",1.49482215935239,0.00673794699908661,0.0880796958911985
53,8,"Rough","Spatial",1.52010029877881,0.00673794699908673,0.0842982003700292
55,9,"Smooth","Conceptual",0.735502832723735,0.0909732022540786,0.0591144646356966
55,5,"Smooth","Conceptual",0.646064922515666,0.154844454503429,0.043858306656163
55,6,"Smooth","Conceptual",0.911636796788858,0.0456356692723963,0.0619145912588596
55,3,"Smooth","Conceptual",0.789418918685587,0.0717903276656445,0.0603669612084863
55,4,"Smooth","Conceptual",0.719920095214628,0.1014381466881,0.0559827439348919
55,7,"Smooth","Conceptual",0.773132342835689,0.0668694444326105,0.0617576483967982
55,8,"Smooth","Conceptual",0.629575803926832,0.18919128217497,0.0474421734684819
55,1,"Smooth","Conceptual",0.756012502881732,0.0617764390986417,0.0612576203983706
55,2,"Smooth","Conceptual",0.793189971044199,0.0729390253610952,0.0592670378498444
55,9,"Smooth","Spatial",1.51207932721457,0.16970286474959,0.0355416577230841
55,5,"Smooth","Spatial",1.56690374188166,0.166392800824774,0.0342907000650746
55,6,"Smooth","Spatial",1.50049144786669,0.190300180081994,0.0351233311180375
55,3,"Smooth","Spatial",1.25456252939919,0.22701466869862,0.0296795682126039
55,4,"Smooth","Spatial",1.51040624398433,0.182881834574306,0.0364668405082221
55,7,"Smooth","Spatial",1.51206575743723,0.18114470481947,0.03585611422078
55,8,"Smooth","Spatial",1.43657224316559,0.19903601560915,0.0340378538590057
55,1,"Smooth","Spatial",1.48864202625877,0.180223651207048,0.0318798984274929
55,2,"Smooth","Spatial",1.53818671778968,0.198037688247753,0.0330482747177298
56,1,"Smooth","Conceptual",1.5130976350568,0.00673794699926531,0.0986189551680262
56,5,"Smooth","Conceptual",1.49975630374221,0.00673794699921206,0.0970871422529387
56,2,"Smooth","Conceptual",1.39720480212473,0.00673794699914478,0.0968297299371046
56,3,"Smooth","Conceptual",1.64306323204461,0.0067379469992116,0.0942812690552944
56,9,"Smooth","Conceptual",1.69110173576437,0.00727344930720918,0.105369775095299
56,6,"Smooth","Conceptual",137.004826478427,7.17132734502087,0.101958591216262
56,7,"Smooth","Conceptual",1.54919866403235,0.00722604458678909,0.104246026765426
56,4,"Smooth","Conceptual",1.62183745084519,0.0105777527320199,0.0984446304909333
56,8,"Smooth","Conceptual",2.45955687418426,0.00673794699945915,0.0932720803976256
56,1,"Smooth","Spatial",2.71134360075388,0.209864989578383,0.042759404041157
56,5,"Smooth","Spatial",2.41460435634235,0.220822018776737,0.0453584522229101
56,2,"Smooth","Spatial",2.40902904972656,0.189280753005854,0.047592242002243
56,3,"Smooth","Spatial",2.482302709173,0.187858198578,0.0435785512044475
56,9,"Smooth","Spatial",2.4722359206954,0.181060441784815,0.0487857733818937
56,6,"Smooth","Spatial",2.41169702996998,0.191899392903951,0.046794582935025
56,7,"Smooth","Spatial",2.43864420157794,0.186655402457029,0.0529355934976723
56,4,"Smooth","Spatial",2.49070958674793,0.186752733399739,0.0463415413517635
56,8,"Smooth","Spatial",2.35880505583199,0.196441672301232,0.0473181514260325
57,1,"Rough","Conceptual",0.765488317599079,0.014124112382624,0.0812868960715607
57,2,"Rough","Conceptual",0.76945859399853,0.0223125339956467,0.0819965709084229
57,3,"Rough","Conceptual",0.842117316623075,0.0219408285838218,0.0797250453549856
57,4,"Rough","Conceptual",0.738488889940662,0.0182524045884263,0.0778641183394015
57,5,"Rough","Conceptual",0.787710510481891,0.0571787911091422,0.0636513073976322
57,6,"Rough","Conceptual",0.745839822109848,0.023537326733754,0.078364105040982
57,7,"Rough","Conceptual",0.755979555208004,0.0187731190123798,0.077425450032198
57,8,"Rough","Conceptual",0.706811364477585,0.0131456212251582,0.0784033057789023
57,9,"Rough","Conceptual",0.750091042752579,0.0135308542535624,0.0836272371408934
57,1,"Rough","Spatial",0.804426137185523,0.0467959574822169,0.0777437702195473
57,2,"Rough","Spatial",0.793628646998528,0.0404838087351957,0.0745257724657591
57,3,"Rough","Spatial",0.756974664605622,0.042390310274239,0.0784708912519596
57,4,"Rough","Spatial",0.753309155912091,0.0361937793412546,0.0701041106671863
57,5,"Rough","Spatial",0.814326761239714,0.0388179215993074,0.0711578191846401
57,6,"Rough","Spatial",0.798447535737034,0.0464552655920276,0.0783530534989885
57,7,"Rough","Spatial",0.742380951842801,0.0379749049324011,0.0777013398516034
57,8,"Rough","Spatial",0.725796957674914,0.0757025584957682,0.0717351615302174
57,9,"Rough","Spatial",0.771687478188935,0.0468948123413716,0.0753009805908697
59,3,"Smooth","Conceptual",0.784109520394445,0.00673794699914134,0.06679681842032
59,7,"Smooth","Conceptual",0.732618586131666,0.00673794699911988,0.0735513441552081
59,4,"Smooth","Conceptual",0.760190585994484,0.0067379469990879,0.0678873778575944
59,5,"Smooth","Conceptual",0.725384602839649,0.00673794699910267,0.0679311659513489
59,6,"Smooth","Conceptual",0.760975439508111,0.00673794699908961,0.0680252086918465
59,2,"Smooth","Conceptual",0.734113091537414,0.00673794699908606,0.0510739827692051
59,8,"Smooth","Conceptual",0.760190585771376,0.00673794699909218,0.0687771535492933
59,9,"Smooth","Conceptual",0.760190586003083,0.00673794699912906,0.068733376460004
59,1,"Smooth","Conceptual",0.783586059797476,0.00673794699908934,0.0643542566510294
59,3,"Smooth","Spatial",1.07100343822884,0.00673794699914169,0.22855740325417
59,7,"Smooth","Spatial",1.08529553625926,0.00673794699965392,0.245598341378317
59,4,"Smooth","Spatial",1.25049168096867,0.00673794699914393,0.227648050710396
59,5,"Smooth","Spatial",1.09479723450796,0.00673794699908917,0.237639074650787
59,6,"Smooth","Spatial",1.01524629898917,0.00673794699908786,0.219205780092691
59,2,"Smooth","Spatial",1.08105871397825,0.00673794699908841,0.230143894474475
59,8,"Smooth","Spatial",1.12089165525149,0.00673794699909512,0.282339242853916
59,9,"Smooth","Spatial",1.07100343824408,0.00673794699909793,0.253986998937283
59,1,"Smooth","Spatial",1.05189921756171,0.00673794699912772,0.239233172398484
6,3,"Rough","Conceptual",0.86073781288372,0.00673794738000854,0.072268929467663
6,2,"Rough","Conceptual",0.857131669086174,0.00673794699942291,0.0732923042417871
6,7,"Rough","Conceptual",0.876695072474139,0.00673794699952125,0.0731585389985628
6,4,"Rough","Conceptual",0.859001333373614,0.00673794699909811,0.0749905694627539
6,5,"Rough","Conceptual",0.809900300197982,0.00673794699922258,0.072334873944394
6,6,"Rough","Conceptual",0.901197655435391,0.0067379469991471,0.0752469226846787
6,8,"Rough","Conceptual",0.897354264465663,0.00673794699911346,0.0741250788613917
6,9,"Rough","Conceptual",0.897415774647828,0.00673794699962702,0.0752002053672438
6,1,"Rough","Conceptual",0.86979227089941,0.0495572048441278,0.0557726619948119
6,3,"Rough","Spatial",1.76849358847913,0.103155386228101,0.0332047706622231
6,2,"Rough","Spatial",1.2344230237422,0.158546693305008,0.026926814981589
6,7,"Rough","Spatial",1.23197066102946,0.144281968331187,0.0312989181001023
6,4,"Rough","Spatial",1.17802625274799,0.155007937532165,0.0327114852191191
6,5,"Rough","Spatial",1.21795529471453,0.144202414944686,0.0320979233582127
6,6,"Rough","Spatial",1.09580994139808,0.184952918142301,0.0293145463442358
6,8,"Rough","Spatial",1.23629370245726,0.157471801055889,0.0324686063320361
6,9,"Rough","Spatial",1.17026263025701,0.14988773023764,0.032032997941019
6,1,"Rough","Spatial",0.427727395383578,0.427456531139416,0.00815397006133829
60,1,"Smooth","Conceptual",1.17956713546895,0.00673794699912128,0.0607329165861941
60,9,"Smooth","Conceptual",1.25115966245128,0.00673794699908781,0.0548599465837821
60,3,"Smooth","Conceptual",1.24057808397281,0.00673794699909262,0.0556844374465995
60,4,"Smooth","Conceptual",1.10987674464629,0.00673794700036618,0.0648271406527921
60,7,"Smooth","Conceptual",1.21556960033185,0.00673794701060107,0.0599146565742435
60,8,"Smooth","Conceptual",1.06803900283956,0.00673794699909246,0.0718897273983551
60,5,"Smooth","Conceptual",0.984835803249889,0.00673794699908847,0.0642140139449951
60,6,"Smooth","Conceptual",1.19366275841101,0.00673794699913142,0.0607576798346177
60,2,"Smooth","Conceptual",1.47880284412109,0.00673794716417832,0.0532323435633733
60,1,"Smooth","Spatial",2.05735470008855,0.198940929988788,0.0392208682534042
60,9,"Smooth","Spatial",1.89944589690015,0.195288192434365,0.0423002329107131
60,3,"Smooth","Spatial",2.08871055357009,0.183123725590962,0.0436102299096614
60,4,"Smooth","Spatial",2.02494957056321,0.185005688108576,0.041004911295598
60,7,"Smooth","Spatial",2.0057646146014,0.194334911404744,0.0426782740453288
60,8,"Smooth","Spatial",2.26349704158461,0.207545562869038,0.0345752737410347
60,5,"Smooth","Spatial",2.0837899734583,0.203356137482368,0.0415839732754763
60,6,"Smooth","Spatial",1.95125227824441,0.180303695623865,0.042989208462654
60,2,"Smooth","Spatial",2.03056294574664,0.201249294444445,0.0406902334398718
61,3,"Rough","Conceptual",0.726695751189346,0.00673794699909046,0.0556895139264739
61,4,"Rough","Conceptual",0.702927587925123,0.00673794699915267,0.0619881851718071
61,1,"Rough","Conceptual",0.674638858746377,0.00673794699908863,0.0628902903078893
61,2,"Rough","Conceptual",0.659632977737886,0.00673794699909923,0.0601178289318063
61,9,"Rough","Conceptual",0.692222628368205,0.00673794699908561,0.0624354535210177
61,5,"Rough","Conceptual",0.69331271876515,0.00673794699908575,0.062410235304034
61,8,"Rough","Conceptual",0.706116311791434,0.00673794699909212,0.063032193049049
61,6,"Rough","Conceptual",0.618877844915392,0.00673794699908843,0.0608405235308365
61,7,"Rough","Conceptual",0.73610389236287,0.00673794699942586,0.063965012467245
61,3,"Rough","Spatial",0.677449064452951,0.123630866417881,0.0484404270076597
61,4,"Rough","Spatial",0.763582976676063,0.114538141392075,0.0460971553506411
61,1,"Rough","Spatial",0.513471681025751,0.295627399135606,0.0247531401176577
61,2,"Rough","Spatial",0.678684331188723,0.114811208630296,0.0452038447174088
61,9,"Rough","Spatial",0.660995394454806,0.136395454878889,0.0449808439052718
61,5,"Rough","Spatial",0.669371308420528,0.121811131853912,0.0473359381055836
61,8,"Rough","Spatial",0.674287917364532,0.119632392735037,0.0498066148998044
61,6,"Rough","Spatial",1.62601872030447,0.0294967793977857,0.0491149278329597
61,7,"Rough","Spatial",0.851543078926166,0.0832539077343046,0.0523121052078448
64,9,"Smooth","Conceptual",0.458793739965905,0.107754100309942,0.0493190394848767
64,1,"Smooth","Conceptual",0.376160957228808,0.181283973692411,0.034574323884274
64,2,"Smooth","Conceptual",0.507715364792968,0.0784279636562444,0.0505325008254955
64,3,"Smooth","Conceptual",0.461917520073054,0.107593008325884,0.0494250050004834
64,4,"Smooth","Conceptual",0.463418324133341,0.106329568894776,0.0495605166614693
64,5,"Smooth","Conceptual",0.459278175270244,0.123796535694246,0.0481873640653732
64,6,"Smooth","Conceptual",0.461228223375201,0.107809454833597,0.0492553635481067
64,7,"Smooth","Conceptual",0.453409838368244,0.115922515581811,0.0485351774657484
64,8,"Smooth","Conceptual",0.449127093929665,0.126538718636443,0.0478746093529359
64,9,"Smooth","Spatial",1.33887135260064,0.139803043913834,0.036847784987193
64,1,"Smooth","Spatial",1.41121004083146,0.168313721121364,0.035184509464686
64,2,"Smooth","Spatial",1.43790989402029,0.136459566693919,0.0311467160621009
64,3,"Smooth","Spatial",1.35965784943233,0.13983704619286,0.0355647113484259
64,4,"Smooth","Spatial",1.33471290442008,0.140829785473913,0.0378579160240062
64,5,"Smooth","Spatial",1.17414652651449,0.167744078251289,0.0362783835938172
64,6,"Smooth","Spatial",1.18606391112007,0.163028898100241,0.037801583224322
64,7,"Smooth","Spatial",1.88993963191732,0.100787508836244,0.0305173394226552
64,8,"Smooth","Spatial",1.04949148979772,0.210808037574642,0.0299004227933264
66,1,"Rough","Conceptual",15.4521536134007,0.00673794700164628,1.1212565471402
66,2,"Rough","Conceptual",0.650273674271401,0.00673794699912895,0.476016888811403
66,3,"Rough","Conceptual",0.762833162043863,0.00673794708809105,0.470385811754256
66,4,"Rough","Conceptual",0.802700538223825,0.00673794703281027,0.348367820237837
66,5,"Rough","Conceptual",0.797698123544609,0.00673794746525792,0.35562292881986
66,6,"Rough","Conceptual",0.747032636835309,0.0067379469990855,0.320080000549723
66,7,"Rough","Conceptual",0.759605525335369,0.00673794766023191,0.35562174792544
66,8,"Rough","Conceptual",0.774683510878304,0.00673794699909836,0.299585563007699
66,9,"Rough","Conceptual",0.860825914253061,0.00673794753760289,0.343580100591598
66,1,"Rough","Spatial",0.769437647452911,0.123608279407548,0.59449024301224
66,2,"Rough","Spatial",1.5663671093603,0.00737079821083954,1.13842989063037
66,3,"Rough","Spatial",1.61394808095498,0.00673794699909301,1.21738520028272
66,4,"Rough","Spatial",1.83007842668821,0.00673794699909979,1.20584122939867
66,5,"Rough","Spatial",1.65725434845922,0.00673794699921073,1.59171909446825
66,6,"Rough","Spatial",0.577544706566033,0.159792302278098,0.655823161727406
66,7,"Rough","Spatial",9.82036793763601,0.154430496222181,1.6466038075716
66,8,"Rough","Spatial",0.370951917230086,6.57063707471267,148.413159101125
66,9,"Rough","Spatial",0.751936792829104,0.161522070670217,0.873723714541356
67,3,"Smooth","Conceptual",0.921280640924983,0.0747179477653263,0.0907360986486418
67,2,"Smooth","Conceptual",0.857662018872507,0.0903281484326393,0.0872204452312533
67,4,"Smooth","Conceptual",0.977668400210193,0.0728817534656497,0.0900117362176392
67,1,"Smooth","Conceptual",0.923444388685716,0.0864319335399522,0.0868849336979631
67,6,"Smooth","Conceptual",0.854167866118101,0.0892574994127962,0.0866347478909585
67,5,"Smooth","Conceptual",0.853827528907612,0.0891532838670531,0.0897160112412796
67,9,"Smooth","Conceptual",0.99294061976773,0.0700437014773414,0.0904760738340016
67,7,"Smooth","Conceptual",0.945495537449173,0.0700873147422495,0.085690826703458
67,8,"Smooth","Conceptual",0.97173694611548,0.0691486119821073,0.0999869178911586
67,3,"Smooth","Spatial",1.22723312021162,0.0648670794523893,0.0900567072142388
67,2,"Smooth","Spatial",1.2489713175566,0.0738357895491564,0.0851489148174111
67,4,"Smooth","Spatial",1.25076472559963,0.0708505442354884,0.0897348005725816
67,1,"Smooth","Spatial",1.23071818090103,0.0658896031613447,0.0847161581353443
67,6,"Smooth","Spatial",1.17538374938843,0.0659808875142276,0.0915958305990735
67,5,"Smooth","Spatial",1.30504547470119,0.0647338844835993,0.0893592721850649
67,9,"Smooth","Spatial",1.1863015193058,0.0652146156935625,0.0874994254827924
67,7,"Smooth","Spatial",1.26778261958048,0.0754395708852304,0.0841911566013766
67,8,"Smooth","Spatial",1.21163078724201,0.062811071091097,0.0888297773602299
69,2,"Rough","Conceptual",0.657185681638906,0.234163778924909,0.035214445320836
69,5,"Rough","Conceptual",1.49111780349598,0.0987930594616774,0.0471114930109461
69,6,"Rough","Conceptual",1.4416679176772,0.0901824839415635,0.0398061282313438
69,3,"Rough","Conceptual",1.17100594165269,0.153727508365023,0.0383944343199371
69,4,"Rough","Conceptual",1.51313017530571,0.09344370455707,0.0460409554798324
69,7,"Rough","Conceptual",1.49103818908078,0.08484987884048,0.0496363334868136
69,8,"Rough","Conceptual",1.45132140196881,0.0806625809342583,0.0486980064705453
69,1,"Rough","Conceptual",0.699978535276452,0.213558275733305,0.0386951924157535
69,9,"Rough","Conceptual",1.50586234421452,0.0893186916873022,0.0479311026694443
69,2,"Rough","Spatial",2.08465725711154,0.106749319575324,0.0377147145404862
69,5,"Rough","Spatial",1.86828773276367,0.107283427825083,0.0449426350646224
69,6,"Rough","Spatial",1.72349073825059,0.116356274469626,0.0443032301105068
69,3,"Rough","Spatial",2.60315117509644,0.218209219469839,0.0373047050510088
69,4,"Rough","Spatial",1.89402528849696,0.102877700933455,0.0401154161190739
69,7,"Rough","Spatial",1.78490713541672,0.103187801169874,0.0454947251554956
69,8,"Rough","Spatial",1.86708813432948,0.108025888849389,0.0446836224455553
69,1,"Rough","Spatial",1.81937817156637,0.105314235149718,0.0423241263319299
69,9,"Rough","Spatial",1.95534018338589,0.123205013027846,0.0415564798285
7,1,"Smooth","Conceptual",1.7787351793762,0.00673794699917394,0.0415364823976556
7,2,"Smooth","Conceptual",1.8006057886603,0.00673794699910352,0.0425286782315965
7,3,"Smooth","Conceptual",1.83342958853848,0.00673794700200869,0.0407564275957341
7,4,"Smooth","Conceptual",2.92343360006643,0.0450500411445478,0.0170010528457706
7,5,"Smooth","Conceptual",1.80287667267867,0.00673794699913115,0.0415542083938008
7,6,"Smooth","Conceptual",1.80075116388071,0.00673794699910546,0.0418218197450542
7,7,"Smooth","Conceptual",1.82098629294954,0.0067379469991833,0.0436965546093304
7,8,"Smooth","Conceptual",1.79643221013997,0.00673794699920055,0.0422867066213224
7,9,"Smooth","Conceptual",2.13510624986225,0.00673794699908549,0.0378102152914151
7,1,"Smooth","Spatial",2.60881170421355,0.0863153629352971,0.026671016837124
7,2,"Smooth","Spatial",1.73402165694259,0.0466516880541663,0.0338362666626839
7,3,"Smooth","Spatial",1.77931504252117,0.0482185987914193,0.0401982083637332
7,4,"Smooth","Spatial",1.59010462962139,0.0548555747167004,0.0401241980612625
7,5,"Smooth","Spatial",1.63165116255722,0.0537990090186787,0.0306402497602897
7,6,"Smooth","Spatial",1.72081968976143,0.0398153393941081,0.038903375202353
7,7,"Smooth","Spatial",1.76101074216038,0.0286395502145096,0.0394960742218005
7,8,"Smooth","Spatial",1.72398632143123,0.040943870559271,0.0389045401560464
7,9,"Smooth","Spatial",1.75316661610101,0.0449655062293717,0.0386859866528587
70,1,"Rough","Conceptual",0.760907047729707,0.00673794699908572,0.0673058315711888
70,9,"Rough","Conceptual",0.771343546554325,0.00673794699910348,0.0553672110489599
70,5,"Rough","Conceptual",0.787598536588542,0.0067379469991181,0.0664758753134128
70,2,"Rough","Conceptual",0.777346493220403,0.00673794699908632,0.0638940375155472
70,4,"Rough","Conceptual",0.761809935166797,0.0067379469990928,0.0664668684215982
70,6,"Rough","Conceptual",0.75621974782562,0.00673794699908664,0.0650445910804304
70,3,"Rough","Conceptual",0.689946097728578,0.00673794699910796,0.064214085494387
70,8,"Rough","Conceptual",0.744907424778566,0.00673794699908584,0.0650036593599891
70,7,"Rough","Conceptual",0.75540172371053,0.00673794699908861,0.0676937273679925
70,1,"Rough","Spatial",0.921456252091853,0.00673794700072849,0.0596124181948041
70,9,"Rough","Spatial",1.00013297611854,0.00673794699910146,0.0582935146961756
70,5,"Rough","Spatial",0.994835142509047,0.0104970210498786,0.0565758285402686
70,2,"Rough","Spatial",0.963723694306349,0.00673794911266455,0.0587821819152068
70,4,"Rough","Spatial",1.06782814975379,0.00673794699936761,0.0558287691626483
70,6,"Rough","Spatial",0.909365093195657,0.00673794699924186,0.0609515305234547
70,3,"Rough","Spatial",1.00003362336449,0.0148521335274974,0.0480231947015347
70,8,"Rough","Spatial",0.981130544412205,0.00673794700151796,0.0584307568734557
70,7,"Rough","Spatial",0.984391279419551,0.0067379469997713,0.0570174933053477
72,1,"Smooth","Conceptual",0.74778204287518,0.0906833981360179,0.0456756606585841
72,2,"Smooth","Conceptual",0.804324348772057,0.00673794699908589,0.0532801956019683
72,3,"Smooth","Conceptual",0.850076739616587,0.00673794699911127,0.0607460469797544
72,4,"Smooth","Conceptual",0.888913848005307,0.00673794699909302,0.0538600319378079
72,5,"Smooth","Conceptual",0.828434088724374,0.00673794699908913,0.0604909968941243
72,6,"Smooth","Conceptual",0.833501680669543,0.00673794699910386,0.056757692518923
72,7,"Smooth","Conceptual",0.913973918295135,0.00673794699909085,0.0544643036529494
72,8,"Smooth","Conceptual",0.831199316172719,0.00673794699911388,0.0579935300260115
72,9,"Smooth","Conceptual",0.854676911255645,0.00673794699908912,0.0574319943011375
72,1,"Smooth","Spatial",1.11194156162272,0.0488667268026617,0.0594230626455708
72,2,"Smooth","Spatial",0.967258132769697,0.0463075534462633,0.0588733915176878
72,3,"Smooth","Spatial",1.10478970704731,0.0456129207658699,0.0614788294046871
72,4,"Smooth","Spatial",0.948939374325229,0.0688167760300377,0.0572306601478134
72,5,"Smooth","Spatial",1.06613974789259,0.0420929567975848,0.0624595471348855
72,6,"Smooth","Spatial",1.06005855097128,0.0485444201274581,0.0592412872890114
72,7,"Smooth","Spatial",1.29870992589633,0.0281243318825736,0.0560344105508534
72,8,"Smooth","Spatial",1.10959142407229,0.0489995747228428,0.0623418148098279
72,9,"Smooth","Spatial",1.06526682997533,0.0444651606412455,0.0631281970566648
76,3,"Smooth","Conceptual",1.0544854734937,0.00673794699909409,0.0771205670659953
76,7,"Smooth","Conceptual",1.08178367319589,0.00673794699909798,0.0762517567162672
76,4,"Smooth","Conceptual",1.03878539143516,0.00673794699909097,0.0809467744770119
76,5,"Smooth","Conceptual",1.01815289703106,0.00673794699908827,0.0790345952861592
76,2,"Smooth","Conceptual",1.10207728501984,0.00673794699910016,0.0774422392016124
76,8,"Smooth","Conceptual",1.05904315592748,0.00673794699909901,0.0699787569734411
76,9,"Smooth","Conceptual",1.05786325535614,0.00673794699908578,0.081306404872679
76,6,"Smooth","Conceptual",1.03094607998745,0.0067379469991017,0.0764156147810643
76,1,"Smooth","Conceptual",1.10732424491443,0.00673794699908765,0.0746499441011359
76,3,"Smooth","Spatial",1.16748922666454,0.0202570661495332,0.0721471639446456
76,7,"Smooth","Spatial",1.21568493017151,0.0203305441827265,0.072804661903242
76,4,"Smooth","Spatial",1.16445182384528,0.017748902416998,0.0688360486608236
76,5,"Smooth","Spatial",1.21814997776205,0.0219835256113458,0.0709820668839434
76,2,"Smooth","Spatial",1.12918946261233,0.0185320200745438,0.0712575288408358
76,8,"Smooth","Spatial",1.2170612322099,0.0184716957502248,0.0590485574997659
76,9,"Smooth","Spatial",1.06281870160178,0.0127701134318852,0.0718734124222019
76,6,"Smooth","Spatial",1.13833571818996,0.0176960696635481,0.075415928431539
76,1,"Smooth","Spatial",1.04167660886038,0.0690469215316281,0.0653109793449614
78,1,"Rough","Conceptual",0.922289891766558,0.00673794699914889,0.0713134282004064
78,8,"Rough","Conceptual",0.947729825988413,0.0067379469993163,0.0759231656747822
78,9,"Rough","Conceptual",0.941349346457734,0.00673794699914186,0.0731144596669582
78,2,"Rough","Conceptual",0.772770362738604,0.0737227257040203,0.0712570169245853
78,3,"Rough","Conceptual",0.91425793044055,0.0067379469990927,0.0751384106439431
78,4,"Rough","Conceptual",0.887427919506942,0.00673794699911917,0.0775668680757359
78,6,"Rough","Conceptual",1.00937461413561,0.00673794699914756,0.0687751237008194
78,7,"Rough","Conceptual",0.91306803515369,0.00673794699909535,0.0717149451861237
78,5,"Rough","Conceptual",0.918959883915608,0.00713352291535594,0.0756945492727447
78,1,"Rough","Spatial",1.46341620843143,0.0908431503077363,0.0405388041018333
78,8,"Rough","Spatial",1.6369518448208,0.0867767726674655,0.0406828934246892
78,9,"Rough","Spatial",1.50435207374427,0.0682068854252602,0.0328570064777151
78,2,"Rough","Spatial",1.54356477563762,0.0688527443331459,0.0367412995806083
78,3,"Rough","Spatial",1.57555541206747,0.0826708552612017,0.0354155836510276
78,4,"Rough","Spatial",1.72745101590491,0.0494005427002792,0.0370239847982852
78,6,"Rough","Spatial",1.51483894467716,0.0701291639994397,0.0360917330156656
78,7,"Rough","Spatial",1.60095047685862,0.0745106919118784,0.0328764722517126
78,5,"Rough","Spatial",1.53354875721078,0.068564937231113,0.0361552897090233
80,4,"Smooth","Conceptual",1.06688158567475,0.00673794699953222,0.051178257826097
80,2,"Smooth","Conceptual",1.2212717255885,0.00673794699909085,0.0590213239381715
80,3,"Smooth","Conceptual",1.07963305228143,0.00673794699909858,0.0580248765467138
80,1,"Smooth","Conceptual",1.13474171968879,0.00673794700000615,0.0585729508124076
80,5,"Smooth","Conceptual",1.04977772806799,0.00673794699908593,0.0551412377231033
80,8,"Smooth","Conceptual",1.07885979403543,0.00673794699908575,0.0565434444986796
80,9,"Smooth","Conceptual",1.06863966673903,0.00673794699909378,0.0581671554346705
80,6,"Smooth","Conceptual",1.06353909260682,0.00673794699914691,0.0548667547900199
80,7,"Smooth","Conceptual",1.06583371259199,0.00673794699908898,0.0571172742000562
80,4,"Smooth","Spatial",3.57488943096091,0.089262374748421,0.0461639783786992
80,2,"Smooth","Spatial",2.96176774384801,0.0746210443779068,0.0456470183933839
80,3,"Smooth","Spatial",2.89933303313788,0.0664525545762152,0.0457782846554241
80,1,"Smooth","Spatial",2.88493565490635,0.0626459304197426,0.0447815565149651
80,5,"Smooth","Spatial",2.77100493568976,0.055408602066511,0.0420851334402947
80,8,"Smooth","Spatial",3.32339655728379,0.0329464178190873,0.0370857032818245
80,9,"Smooth","Spatial",3.36415261321786,0.0106995552815167,0.0479215370056278
80,6,"Smooth","Spatial",2.92457211025819,0.078658906333756,0.0408303901559643
80,7,"Smooth","Spatial",2.55544852289687,0.0886126545635273,0.0457307924180797
82,8,"Rough","Conceptual",0.769908478552004,0.00673794699911983,0.140416590278786
82,1,"Rough","Conceptual",0.804683859154547,0.00673794699910265,0.137272582653665
82,2,"Rough","Conceptual",0.83517149824684,0.00673794699908565,0.1398950544929
82,3,"Rough","Conceptual",0.804683859160759,0.00673794699908989,0.13829304300732
82,4,"Rough","Conceptual",0.807846177025716,0.00673794699908638,0.149440437506203
82,5,"Rough","Conceptual",0.79416509979412,0.006737946999087,0.142619103522473
82,6,"Rough","Conceptual",0.752225266295747,0.00673794699908669,0.153173769376127
82,7,"Rough","Conceptual",0.794165100016841,0.00673794699909059,0.158462997906872
82,9,"Rough","Conceptual",0.718009488228503,0.00673794699908731,0.143095953893343
82,8,"Rough","Spatial",0.619463100784479,0.14500181156309,0.0447942294818334
82,1,"Rough","Spatial",0.533399624477659,0.164781019929629,0.0408062346639235
82,2,"Rough","Spatial",0.692341765314961,0.148940502447581,0.0405303697873955
82,3,"Rough","Spatial",0.562442488086063,0.165492154581206,0.0383110458464238
82,4,"Rough","Spatial",0.596166901531086,0.152612089953515,0.0461470746056992
82,5,"Rough","Spatial",0.561819935377536,0.207143428230848,0.0383922354411954
82,6,"Rough","Spatial",0.614473235258828,0.147035669853896,0.0446587932622941
82,7,"Rough","Spatial",0.620373345962259,0.155222645695175,0.0445111972493743
82,9,"Rough","Spatial",0.60452897536386,0.156012222714286,0.0436926361105893
83,1,"Smooth","Conceptual",1.35604904096682,0.013214079038605,0.0820451549827517
83,2,"Smooth","Conceptual",1.32745319530559,0.00673794699922133,0.0823387081005481
83,3,"Smooth","Conceptual",1.33007212126035,0.0291297780922073,0.0729276245969979
83,4,"Smooth","Conceptual",1.27866315743817,0.0202257119769082,0.0830164977077799
83,5,"Smooth","Conceptual",1.3448925045192,0.00673794699926043,0.0801498937081139
83,6,"Smooth","Conceptual",1.49662496898347,0.0116942373924881,0.0767213075131452
83,7,"Smooth","Conceptual",1.42325388166623,0.00673794699912149,0.0761739899618049
83,8,"Smooth","Conceptual",1.19259911363605,0.0155214501295155,0.078590240610824
83,9,"Smooth","Conceptual",0.766437626867704,0.116802326831,0.0641849872651203
83,1,"Smooth","Spatial",0.557088994092736,0.270585776612884,0.0326152841009648
83,2,"Smooth","Spatial",0.5834574838309,0.243029173780045,0.0345309568946478
83,3,"Smooth","Spatial",0.588836113263205,0.235912553430573,0.0367270784134918
